ID,projects,commit url,UTC of buggy commit,UTC of fix commit,start line,end line,defect method,change lines,resource types,root causes,fix approach,patch error?,standard libraries,third-party libraries,is interprocedural,key variable name,key variable location,key variable attribute
198,apache/pinot,https://github.com/apache/pinot/commit/82c0be0f5edfa4411a126008eaa070d039144f7b,2016-04-23T02:42:10Z,2016-04-28T17:19:05Z,102,125,pinot-core/src/main/java/com/linkedin/pinot/core/segment/index/converter/SegmentV1V2ToV3FormatConverter.java:copyIndexData,"pinot-core/src/main/java/com/linkedin/pinot/core/segment/index/converter/SegmentV1V2ToV3FormatConverter.java:@@ -100,28 +100,29 @@ ",file,noCloseEPath,try-with,no,,com.linkedin.pinot.core.segment.store.SegmentDirectory,no,v2Segment,pinot-core/src/main/java/com/linkedin/pinot/core/segment/index/converter/SegmentV1V2ToV3FormatConverter.java:105,local variable
199,apache/pinot,https://github.com/apache/pinot/commit/a1d8e03a967ebadc47ca148d112150913fab4dd7,2019-01-11T17:53:02Z,2020-01-28T22:48:37Z,52,117,contrib/pinot-druid-benchmark/src/main/java/org/apache/pinotdruidbenchmark/PinotThroughput.java:main,"contrib/pinot-druid-benchmark/src/main/java/org/apache/pinotdruidbenchmark/PinotThroughput.java@@ -90,8 +90,9 @@",socket,noCloseEPath,try-with,no,,org.apache.http.client.methods.CloseableHttpResponse,no,httpResponse,contrib/pinot-druid-benchmark/src/main/java/org/apache/pinotdruidbenchmark/PinotThroughput.java:93,local variable
200,apache/pinot,https://github.com/apache/pinot/commit/19cbf166759e963129332805d79c37131ae1847d,2017-10-11T20:26:43Z,2017-10-11T23:59:24Z,206,313,pinot-core/src/main/java/com/linkedin/pinot/core/segment/creator/impl/SegmentIndexCreationDriverImpl.java:buildStarTree,"pinot-core/src/main/java/com/linkedin/pinot/core/segment/creator/impl/SegmentIndexCreationDriverImpl.java@@ -280,16 +281,22 @@",file,noCloseRPath,CloseOnExcep,no,,com.linkedin.pinot.core.segment.creator.impl.SegmentColumnarIndexCreator,no,indexCreator,pinot-core/src/main/java/com/linkedin/pinot/core/segment/creator/impl/SegmentIndexCreationDriverImpl.java:148,instance variable
201,apache/plc4x,https://github.com/apache/plc4x/commit/359fcfc1380a376ec4335dfb9924a6a73f99ca0a,2020-11-12T10:51:46Z,2020-11-13T01:17:03Z,114,175,plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java:put,"plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java@@ -116,61 +165,85 @@",socket,noCloseRPath,CloseOnRPath,yes,,org.apache.plc4x.java.api.PlcConnection,no,connection,plc4j/integrations/apache-kafka/src/main/java/org/apache/plc4x/kafka/Plc4xSinkTask.java:138,local variable
202,apache/pulsar,https://github.com/apache/pulsar/commit/547ab3b2d642d1501939fc47443a096fe9b379b7,2021-01-26T02:29:17Z,2021-02-12T19:14:42Z,189,206,tiered-storage/jcloud/src/main/java/org/apache/bookkeeper/mledger/offload/jcloud/impl/BlobStoreBackedReadHandleImpl.java:open,"tiered-storage/jcloud/src/main/java/org/apache/bookkeeper/mledger/offload/jcloud/impl/BlobStoreBackedReadHandleImpl.java:@@ -194,9 +194,10 @@ ",file,noCloseEPath,try-with,no,java.io.InputStream,,no,payloadStream,tiered-storage/jcloud/src/main/java/org/apache/bookkeeper/mledger/offload/jcloud/impl/BlobStoreBackedReadHandleImpl.java:197,local variable
203,apache/pulsar,https://github.com/apache/pulsar/commit/31816890fa46add354dc1f383dbd6c233bb13dca,2020-11-12T22:22:24Z,2021-03-26T17:12:32Z,185,194,pulsar-common/src/main/java/org/apache/pulsar/common/util/Reflections.java:classExistsInJar,"pulsar-common/src/main/java/org/apache/pulsar/common/util/Reflections.java@@ -183,13 +184,21 @@ ",file,noCloseEPath,CloseInFinally,no,java.net.URLClassLoader,,no,loader,pulsar-common/src/main/java/org/apache/pulsar/common/util/Reflections.java:187,local variable
204,apache/pulsar,https://github.com/apache/pulsar/commit/4ae070c5b26be3bf92c007ca309bd4adbae5ce93,2022-04-20T11:47:25Z,2022-04-29T11:59:32Z,161,182,pulsar-proxy/src/main/java/org/apache/pulsar/proxy/server/ProxyConnection.java:channelInactive,"pulsar-proxy/src/main/java/org/apache/pulsar/proxy/server/ProxyConnection.java@@ -161,8 +168,8 @@",socket,noCloseRPath,CloseOnExcep,no,,io.netty.channel.Channel,no,directProxyHandler,pulsar-proxy/src/main/java/org/apache/pulsar/proxy/server/ProxyConnection.java:83,instance variable
205,apache/iotdb,https://github.com/apache/iotdb/commit/ff2c0c84eaed896ac71ab49fddd6489a021c395f,2020-11-11T13:49:00Z,2020-11-12T01:21:58Z,147,158,server/src/main/java/org/apache/iotdb/db/sync/receiver/load/FileLoaderManager.java:serializeDeviceOwnerMap,"server/src/main/java/org/apache/iotdb/db/sync/receiver/load/FileLoaderManager.java@@ -151,8 +151,8 @@",file,noCloseEPath,try-with,no,java.io.FileOutputStream,,,"new FileOutputStream(deviceOwnerFile, false)",server/src/main/java/org/apache/iotdb/db/sync/receiver/load/FileLoaderManager.java:154,anonymous variable
206,apache/rocketmq,https://github.com/apache/rocketmq/commit/aa3feec4f506c7aea42d8ed9fba514e91e005ece,2022-10-03T09:25:58Z,2022-10-09T08:00:46Z,106,135,common/src/main/java/org/apache/rocketmq/common/utils/ServiceProvider.java:load,"common/src/main/java/org/apache/rocketmq/common/utils/ServiceProvider.java@@ -106,27 +107,20 @@",file,noCloseEPath,try-with,no,java.io.BufferedReader,,no,reader,common/src/main/java/org/apache/rocketmq/common/utils/ServiceProvider.java:113,local variable
207,apache/rocketmq,https://github.com/apache/rocketmq/commit/aa3feec4f506c7aea42d8ed9fba514e91e005ece,2022-10-03T09:25:58Z,2022-10-09T08:00:46Z,137,156,common/src/main/java/org/apache/rocketmq/common/utils/ServiceProvider.java:loadClass,"common/src/main/java/org/apache/rocketmq/common/utils/ServiceProvider.java@@ -135,24 +129,20 @@",file,noCloseEPath,try-with,no,java.io.BufferedReader,,no,reader,common/src/main/java/org/apache/rocketmq/common/utils/ServiceProvider.java:142,local variable
208,apache/seatunnel,https://github.com/apache/seatunnel/commit/3447266427b138327021213e52d271a856dae89f,2022-12-24T02:49:48Z,2023-01-17T03:29:52Z,48,59,seatunnel-connectors-v2/connector-kafka/src/main/java/org/apache/seatunnel/connectors/seatunnel/kafka/source/KafkaConsumerThread.java:run,"seatunnel-connectors-v2/connector-kafka/src/main/java/org/apache/seatunnel/connectors/seatunnel/kafka/source/KafkaConsumerThread.java@@ -46,14 +46,22 @@",thread,noCloseRPath,CloseInFinally,no,,org.apache.kafka.clients.consumer.KafkaConsumer,no,consumer,seatunnel-connectors-v2/connector-kafka/src/main/java/org/apache/seatunnel/connectors/seatunnel/kafka/source/KafkaConsumerThread.java:43,instance variable
209,apache/shardingsphere,https://github.com/apache/shardingsphere/commit/e69c9bf9934c011a6145cca882d0d9f9c8f34b4c,2019-03-01T07:09:34Z,2019-03-01T07:09:34Z,43,45,sharding-jdbc/sharding-jdbc-core/src/main/java/org/apache/shardingsphere/shardingjdbc/jdbc/core/datasource/metadata/ResultSetReturnedDatabaseMetaData.java:getSuperTypes,"sharding-jdbc/sharding-jdbc-core/src/main/java/org/apache/shardingsphere/shardingjdbc/jdbc/core/datasource/metadata/ResultSetReturnedDatabaseMetaData.java@@ -41,38 +42,46 @@",socket,noCloseRPath,try-with,no,java.sql.Connection,,no,getConnection(),sharding-jdbc/sharding-jdbc-core/src/main/java/org/apache/shardingsphere/shardingjdbc/jdbc/core/datasource/metadata/ResultSetReturnedDatabaseMetaData.java:44,anonymous variable
210,apache/poi,https://github.com/apache/poi/commit/a59ed12ecf23da72e783742e84c0b428defb31c3,2019-05-21T00:13:47Z,"""2019-05-21T00:13:51Z",88,117,src/java/org/apache/poi/hssf/record/FilePassRecord.java:serialize,"src/java/org/apache/poi/hssf/record/FilePassRecord.java@@ -88,32 +88,37 @@",file,noCloseRPath,try-with,no,,org.apache.poi.util.LittleEndianByteArrayOutputStream,no,bos,src/java/org/apache/poi/hssf/record/FilePassRecord.java:92,local variable
211,apache/shardingsphere,https://github.com/apache/shardingsphere/commit/aadab6968e52b121c09fe61f77df8c8d6a9c23c0,2018-10-31T11:05:45Z,2018-12-06T04:16:26Z,117,123,sharding-proxy/src/main/java/io/shardingsphere/shardingproxy/backend/jdbc/datasource/JDBCBackendDataSource.java:createConnections,"sharding-proxy/src/main/java/io/shardingsphere/shardingproxy/backend/jdbc/datasource/JDBCBackendDataSource.java@@ -115,11 +117,25 @@",socket,noCloseRPath,CloseOnExcep,yes,java.sql.Connection,,no,dataSource.getConnection(),sharding-proxy/src/main/java/io/shardingsphere/shardingproxy/backend/jdbc/datasource/JDBCBackendDataSource.java:120,anonymous variable
212,apache/shardingsphere,https://github.com/apache/shardingsphere/commit/180f0cce242256dd1f0905187c32776bf9961a7c,2018-12-23T15:09:03Z,2018-12-29T11:59:15Z,152,158,sharding-jdbc/sharding-jdbc-core/src/main/java/io/shardingsphere/shardingjdbc/jdbc/adapter/AbstractConnectionAdapter.java:createConnections,"sharding-jdbc/sharding-jdbc-core/src/main/java/io/shardingsphere/shardingjdbc/jdbc/adapter/AbstractConnectionAdapter.java:@@ -152,7 +154,14 @@ ",socket,noCloseRPath,CloseOnExcep,no,java.sql.Connection,,no,createConnection(dataSource),sharding-jdbc/sharding-jdbc-core/src/main/java/io/shardingsphere/shardingjdbc/jdbc/adapter/AbstractConnectionAdapter.java:155,anonymous variable
213,apache/skywalking,https://github.com/apache/skywalking/commit/3a7e331aa0a50c8df0a40d4de450a80da2cd7d63,2016-11-14T09:21:23Z,2016-11-14T10:55:00Z,26,51,skywalking-storage-center/skywalking-storage/src/main/java/com/a/eye/skywalking/storage/data/SpanDataFinder.java:find,"skywalking-storage-center/skywalking-storage/src/main/java/com/a/eye/skywalking/storage/data/SpanDataFinder.java@@ -13,69 +14,93 @@",socket,noCloseEPath,CloseInFinally,no,,com.a.eye.skywalking.storage.data.index.IndexDBConnector.java,no,indexDBConnector,skywalking-storage-center/skywalking-storage/src/main/java/com/a/eye/skywalking/storage/data/SpanDataFinder.java:32,local variable
214,apache/skywalking,https://github.com/apache/skywalking/commit/5fa2ae49037b65112c68372da4e82959fd842832,2020-10-07T08:30:25Z,2020-10-07T10:47:25Z,41,60,oap-server/server-receiver-plugin/zipkin-receiver-plugin/src/main/java/org/apache/skywalking/oap/server/receiver/zipkin/handler/SpanProcessor.java:convert,"oap-server/server-receiver-plugin/zipkin-receiver-plugin/src/main/java/org/apache/skywalking/oap/server/receiver/zipkin/handler/SpanProcessor.java@@ -39,23 +39,24 @@",file,noCloseRPath,try-with,no,java.io.InputStream,,no,inputStream ,oap-server/server-receiver-plugin/zipkin-receiver-plugin/src/main/java/org/apache/skywalking/oap/server/receiver/zipkin/handler/SpanProcessor.java:42,anonymous variable
215,apache/systemds,https://github.com/apache/systemds/commit/75789379ec384938fe78fd7895c2c62bb2971eb5,2015-04-09T19:43:03Z,2015-06-14T02:34:44Z,110,132,SystemML/SystemML/src/main/java/com/ibm/bi/dml/runtime/matrix/SortMR.java:readPartitions,"SystemML/SystemML/src/main/java/com/ibm/bi/dml/runtime/io/IOUtilFunctions.java:@@ -86,6 +87,37 @@ ",file,noCloseEPath,CloseInFinally,no,,org.apache.hadoop.io.SequenceFile,no,reader,SystemML/SystemML/src/main/java/com/ibm/bi/dml/runtime/matrix/SortMR.java:113,local variable
216,apiman/apiman,https://github.com/apiman/apiman/commit/4cac1b9571946fd7638b209038f236050dd8686d,2016-02-19T19:02:24Z,2016-02-19T22:59:57Z,80,100,gateway/platforms/servlet/src/main/java/io/apiman/gateway/platforms/servlet/components/HttpClientResponseImpl.java:getBody,"gateway/platforms/servlet/src/main/java/io/apiman/gateway/platforms/servlet/components/HttpClientResponseImpl.java@@ -78,11 +78,9 @@@@ -94,8 +92,6 @@ ",file,noCloseRPath,try-with,no,,org.apache.commons.io.output.StringBuilderWriter,no,writer,gateway/platforms/servlet/src/main/java/io/apiman/gateway/platforms/servlet/components/HttpClientResponseImpl.java:85,local variable
217,apiman/apiman,https://github.com/apiman/apiman/commit/2ade557440a7c69265725d5378539b59783c91b3,2016-02-19T19:02:24Z,2016-02-20T00:06:49Z,38,86,tools/jdbc/src/main/java/io/apiman/tools/jdbc/ApimanJdbcServer.java:main,"tools/jdbc/src/main/java/io/apiman/tools/jdbc/ApimanJdbcServer.java@@ -47,18 +49,19 @@",socket,noCloseEPath,try-with,no,java.sql.Connection,,no,connection,tools/jdbc/src/main/java/io/apiman/tools/jdbc/ApimanJdbcServer.java:50,local variable
218,apple/servicetalk,https://github.com/apple/servicetalk/commit/b4413a126f5718b30ec4877cbc057c2599f543dc,2019-12-02T18:54:03Z,2020-02-07T23:59:00Z,100,149,servicetalk-grpc-api/src/main/java/io/servicetalk/grpc/api/GrpcRouteConversions.java:toStreaming,"servicetalk-grpc-api/src/main/java/io/servicetalk/grpc/api/GrpcRouteConversions.java@@ -107,30 +113,40 @@ ",socket,noCloseRPath,CloseInFinally,no,,io.servicetalk.grpc.api.GrpcPayloadWriter,no, new GrpcPayloadWriter<Resp>(),servicetalk-grpc-api/src/main/java/io/servicetalk/grpc/api/GrpcRouteConversions.java:116,anonymous variable
219,apple/servicetalk,https://github.com/apple/servicetalk/commit/1591190bf1f2e7311e2c24fd9c21a1df7b0ea14c,2018-08-13T20:28:40Z,2018-08-15T16:24:26Z,66,111,servicetalk-tcp-netty-internal/src/main/java/io/servicetalk/tcp/netty/internal/AbstractContextFilterChannelHandler.java:runContextFilter,"servicetalk-tcp-netty-internal/src/main/java/io/servicetalk/tcp/netty/internal/AbstractContextFilterChannelHandler.java@@ -64,50 +64,46 @@",socket,noCloseEPath,CloseOnExcep,no,,io.servicetalk.transport.api.ConnectionContext,yes,ctx,servicetalk-tcp-netty-internal/src/main/java/io/servicetalk/tcp/netty/internal/AbstractContextFilterChannelHandler.java:66,parameter
220,arduino/Arduino,https://github.com/arduino/Arduino/commit/cd49d29e52d31529811c08a8b6c14abe53d18745,2015-05-04T10:05:50Z,2015-05-04T13:44:34Z,2432,2445,app/src/processing/app/Base.java:loadBytesRaw,"app/src/processing/app/Base.java:@@ -2431,17 +2423,22 @@",file,noCloseEPath,CloseInFinally,no,java.io.FileInputStream,,no,input,app/src/processing/app/Base.java:2434,local variable
221,arx-deidentifier/arx,https://github.com/arx-deidentifier/arx/commit/25d9a84c9be1623b814dc0b9c2cb404fa05343e4,2015-11-22T13:05:48Z,2015-11-22T15:17:42Z,236,330,src/main/org/deidentifier/arx/aggregates/StatisticsClassification.java:getAccuracyAccordingToKFoldCrossValidation,"src/main/org/deidentifier/arx/aggregates/StatisticsClassification.java@@ -282,49 +282,57 @@",file,noCloseEPath,CloseInFinally,no,,org.deidentifier.arx.aggregates.classifiers.Classifier,no,classifier,src/main/org/deidentifier/arx/aggregates/StatisticsClassification.java:294,local variable
222,arx-deidentifier/arx,https://github.com/arx-deidentifier/arx/commit/689c8642ec957385748ecfc6e24940ded8a36b36,2015-04-29T11:06:37Z,2015-04-30T08:12:25Z,495,513,src/gui/org/deidentifier/arx/gui/view/impl/wizard/ImportWizardPageJDBC.java:readTables,"src/gui/org/deidentifier/arx/gui/view/impl/wizard/ImportWizardPageJDBC.java@@ -493,22 +491,30 @@",socket,noCloseRPath,CloseInFinally,no,java.sql.ResultSet,,no,rs,src/gui/org/deidentifier/arx/gui/view/impl/wizard/ImportWizardPageJDBC.java:500,local variable
223,arx-deidentifier/arx,https://github.com/arx-deidentifier/arx/commit/689c8642ec957385748ecfc6e24940ded8a36b36,2015-04-29T16:24:08Z,2015-04-30T08:12:25Z,276,302,src/gui/org/deidentifier/arx/gui/view/impl/wizard/ImportWizardPageTable.java:readColumns,"src/gui/org/deidentifier/arx/gui/view/impl/wizard/ImportWizardPageTable.java@@ -281,11 +281,12 @@",socket,noCloseRPath,CloseInFinally,no,java.sql.ResultSet,,no,rs,src/gui/org/deidentifier/arx/gui/view/impl/wizard/ImportWizardPageTable.java:285,local variable
224,AsamK/signal-cli,https://github.com/AsamK/signal-cli/commit/d520023fc76a522650b7561f2a4fc7a95fb5a04d,2020-05-11T16:07:37Z,2020-05-13T21:33:40Z,64,101,src/main/java/org/asamk/signal/manager/ProvisioningManager.java:finishDeviceLink,"src/main/java/org/asamk/signal/manager/ProvisioningManager.java@@ -83,19 +83,22 @@",file,noCloseRPath,try-with,no,,org.asamk.signal.manager.Manager,no,m,src/main/java/org/asamk/signal/manager/ProvisioningManager.java:89,local variable
225,AuthMe/AuthMeReloaded,https://github.com/AuthMe/AuthMeReloaded/commit/63b31b081452c6178dcd6a8e84dc40a4183cade5,2016-02-26T21:12:16Z,2016-02-27T21:45:39Z,882,907,src/main/java/fr/xephi/authme/datasource/MySQL.java:getLoggedPlayers,"src/main/java/fr/xephi/authme/datasource/MySQL.java@@ -881,22 +892,24 @@",socket,noCloseRPath,try-with,no,java.sql.PreparedStatement,,no,pst,src/main/java/fr/xephi/authme/datasource/MySQL.java:887,local variable
226,AuthMe/AuthMeReloaded,https://github.com/AuthMe/AuthMeReloaded/commit/dfa392174013add5b0c94a3801d59d451da06820,2016-02-19T23:47:59Z,2016-02-20T22:09:48Z,236,247,src/main/java/fr/xephi/authme/datasource/MySQL.java:isAuthAvailable,"src/main/java/fr/xephi/authme/datasource/MySQL.java@@ -234,66 +234,72 @@",socket,noCloseRPath,try-with,no,java.sql.PreparedStatement,,no,pst,src/main/java/fr/xephi/authme/datasource/MySQL.java:239,local variable
227,AuthMe/AuthMeReloaded,https://github.com/AuthMe/AuthMeReloaded/commit/c83e983deacff6b11e2ebe6319b8ddd92fb47bc1,2015-11-25T18:52:15Z,2015-11-25T22:05:13Z,905,920,src/main/java/fr/xephi/authme/AuthMe.java:getVeryGamesIp,"src/main/java/fr/xephi/authme/AuthMe.java@@ -905,16 +907,23 @@",file,noCloseRPath,try-with,no,java.io.BufferedReader,,no,in,src/main/java/fr/xephi/authme/AuthMe.java:912,local variable
228,avluis/Hentoid,https://github.com/avluis/Hentoid/commit/cbfb661c068d3e1824a7bf3df949929e9bb9c980,2015-07-05T22:27:17Z,2015-07-05T22:57:50Z,70,130,app/src/main/java/me/devsaki/hentoid/database/HentoidDB.java:insertContents,"app/src/main/java/me/devsaki/hentoid/database/HentoidDB.java@@ -71,9 +71,10 @@ @@ -123,6 +124,8 @@",socket,noCloseRPath,CloseInFinally,no,android.database.sqlite.SQLiteStatement,,no,statement,app/src/main/java/me/devsaki/hentoid/database/HentoidDB.java:76,instance variable
229,axelor/axelor-open-suite,https://github.com/axelor/axelor-open-suite/commit/7fcb32f316d5a5022ee7644d704c79935e3a8991,2022-06-02T07:40:03Z,2022-12-12T16:27:36Z,275,301,axelor-studio/src/main/java/com/axelor/studio/service/ImportService.java:createAppLoaderImportZip,"axelor-studio/src/main/java/com/axelor/studio/service/ImportService.java@@ -281,20 +281,24 @@",file,noCloseEPath,CloseInFinally,no,java.util.zip.ZipOutputStream,,no,zipOutputStream,axelor-studio/src/main/java/com/axelor/studio/service/ImportService.java:286,local variable
230,axelor/axelor-open-suite,https://github.com/axelor/axelor-open-suite/commit/fbef783ed5574d916cbea57c4107ccb7ff5f4ce2,2020-01-10T10:45:02Z,2020-01-13T12:22:19Z,183,245,axelor-base/src/main/java/com/axelor/apps/base/service/imports/ImportCityServiceImpl.java:downloadZip,"axelor-base/src/main/java/com/axelor/apps/base/service/imports/ImportCityServiceImpl.java@@ -200,38 +198,35 @@",file,noCloseEPath,try-with,no,"java.util.zip.ZipFile,java.io.FileWriter",,no,"zipFile,writer","axelor-base/src/main/java/com/axelor/apps/base/service/imports/ImportCityServiceImpl.java:203,223",local variable
231,axelor/axelor-open-suite,https://github.com/axelor/axelor-open-suite/commit/a85b33fdc4deba700d4286c23ebb4ca819997a28,2020-01-09T15:49:27Z,2020-01-13T11:51:59Z,166,202,axelor-base/src/main/java/com/axelor/apps/base/service/imports/importer/Importer.java:unZip,"axelor-base/src/main/java/com/axelor/apps/base/service/imports/importer/Importer.java@@ -185,11 +184,11 @@",file,noCloseRPath,try-with,no,java.io.FileOutputStream,,no,fileOutputStream,axelor-base/src/main/java/com/axelor/apps/base/service/imports/importer/Importer.java:188,local variable
232,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra/commit/3c67323c2592f8fd49a77435a3bf0cee1e7db86d,2020-10-26T16:27:44Z,2020-10-28T14:50:57Z,739,791,Ghidra/Features/Base/src/main/java/ghidra/util/GhidraJarBuilder.java:addFile,"Ghidra/Features/Base/src/main/java/ghidra/util/GhidraJarBuilder.java@@ -754,7 +754,9 @@",file,noCloseRPath,try-with,no,java.io.FileInputStream,,no,new FileInputStream(file),Ghidra/Features/Base/src/main/java/ghidra/util/GhidraJarBuilder.java:757,anonymous variable
233,AxonFramework/AxonFramework,https://github.com/AxonFramework/AxonFramework/commit/e8a7c29371e47e71c048d8fb17e3257b7b00455f,2023-02-22T11:03:27Z,2023-02-23T10:47:46Z,178,201,axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/AxonServerQueryBus.java:AxonServerQueryBus,"axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/AxonServerQueryBus.java:@@ -177,27 +177,27 @@ ",file,noCloseEPath,try-with,no,,org.axonframework.tracing.SpanScope,no,scope,axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/AxonServerQueryBus.java:180,local variable
